id,CAGE-Code,GP-Nummer,Kreditor-Nr,Name 1
483,SBJP1,1000058500,0002180942,ANKER TECHNOLOGY LTD
484,F1950,1000055288,0002130770,ANODE
485,L9015,1000056461,0002148935,Anodyne Electronics Manufacturing C
486,0AEP5,1000054133,0002122815,Anomet Inc
487,59182,1000048468,0002045860,Anorad Corp
488,0T1F7,1000054861,0002128844,Anritsu Company
489,C6248,1000058340,0002191883,Anritsu GmbH
490,D0126,1000050314,0002060739,Anschütz J.G. GmbH
491,B3479,1000046101,0002015596,Ansell Europe N.V.
492,S3213,1000049293,0002049253,Ansell Protective Solutions AB
493,D1454,1000050688,0002071276,Anselm GmbH & Co.
494,C5398,1000054308,0002112711,Ansmann AG
495,47LT7,1000058099,0002180201,Antaira Technologies
496,3CVE1,1000055722,0002145922,ANTCOM CORPORATION
497,06DM2,1000055028,0002130441,Antec Inc
498,F8218,1000051268,0002075772,Antelec
499,1GC56,1000057568,0002168292,Antennas For Communications /AFC)
500,CD410,1000057536,0002161968,Antennentechnik Bad Blankenburg AG
501,U0KR3,1000056922,0002172751,ANTENOVA
502,S8993,1000057972,0002162222,AOC INTERNATIONAL
503,SH932,1000058429,0002184805,AOPEN INC. (AOT)
504,K0092,1000051047,0002073760,AP Hydraulics Ltd
505,K0667,1000046334,0002015607,AP Precision Hydraulics Ltd.
506,U0KQ7,1000056952,0002170133,APC
507,K6709,1000053902,0002123512,APC American Power Conversion
508,CC224,1000058114,0002190511,APC Deutschland GmbH
509,79124,1000056592,0002174392,APC SCHNEIDER ELECTRIC
510,S8753,1000052004,0002077204,APE Industri AB
511,F7507,1000048431,0002045862,Apem
512,C7249,1000051445,0002079130,APEM Bauelemente GmbH
513,60024,1000050055,0002064068,Apex Microtech Corporation
514,65LN0,1000055907,0002160283,Apex Tool Group
515,636D0,1000059230,0002194668,Apex Tool Group HQ
516,03705,1000051637,0002080354,Apex Tool Group LLC
517,4UEP1,1000058505,0002196454,"APEX TOOL GROUP, LLC"
518,65809,1000059096,0002196685,Apexx Omni-Graphics Inc
519,U4388,1000059120,0002194872,API MICROELECTRONICS LTD
520,29754,1000054888,0002127957,Api Precision Machining Inc.
521,64671,1000058742,0002179836,API Technologies Corp
522,02308,1000057247,0002177226,APLICACIONES MECANICAS DEL
523,64381,1000050592,0002066102,Aplix Inc
524,F2522,1000047922,0002039033,Aplix SA
525,97539,1000046087,0002022371,APM International Corp.
526,SCJ18,1000012262,0002066959,APM Technica AG
527,U5395,1000056992,0002169985,APOLLO FIRE DETECTORS LTD
528,FA9J1,1000058345,0002179129,APP Logistique
529,D1227,1000051361,0002069291,Apparatebau Gauting GmbH
530,D8219,1000058252,0002184564,Apparatebau Kirchheim-Teck GmbH
531,58839,1000059156,0002188531,Apple Inc.
532,C7910,1000054528,0002139789,AppliChem GmbH
533,32245,1000051763,0002087929,"Applied Avionics, Inc."
534,0LW59,1000047785,0002043924,Applied Data Sciences Inc
535,19505,1000052397,0002091812,Applied Engineering Products Inc
536,07505,1000059233,0002196282,APPLIED POWER INC POWER PACKER
537,26952,1000048589,0002047822,Applied Power Inc.
538,18829,1000047683,0002043920,APR Appareillage Proffessional
539,SJN07,1000054691,0002139603,APRO Co. Ltd.
540,C3390,1000052780,0002104618,APSA Elektrotechnische Fabrik
541,K1831,1000051358,0002075776,APW Electronics Ltd
542,F5568,1000050484,0002068467,APW Enclosures
543,URHA,1000059158,0002196244,AQ Components Mjällom AB
544,CA472,1000055793,0002158137,Aqua Lung GmbH
545,U4533,1000056447,0002165335,AQUAPAC INTERNATIONAL LTD
546,63937,1000052407,0002091473,AQW Incorporated
547,D1515,1000058947,0002193889,Aral Aktiengesellschaft
548,84171,1000049726,0002058369,Arco Electronics
549,K1212,1000050088,0002063357,Arcol UK Ltd
550,63006,1000053921,0002116075,Arcolectric Corp
551,U1487,1000055929,0002158307,ARCOLECTRIC LTD
552,06950,1000058557,0002175986,Arconic Fastening & Rings
553,8B292,1000050550,0002066701,Arconic Inc.
554,L1628,1000056815,0002143640,Arcteryx Equipment Inc.
555,F3947,1000050979,0002067578,Arelec SA
556,D0718,1000047424,0002036659,Argo-Hytos GmbH
557,0M450,1000053368,0002101412,Argon Corp
558,D1028,1000050394,0002066248,ARGUS Fluidtechnik GmbH
559,51167,1000059238,0002194835,"ARIES ELECTRONICS, INC."
560,89185,1000054175,0002121037,ARINC Incorporated Rockwell Collins
561,59830,1000058425,0002196386,Arizona Instrument Corp
562,98391,1000048232,0002044987,Arkwin Industries Inc
563,52869,1000049685,0002058159,Arlon Inc
564,C0040,1000058983,0002188939,Armacell GmbH
565,C0055,1000057223,0002187746,Armano Messtechnik GmbH
566,SJH44,1000041051,0002192060,"Armasuisse, Militärische und"
567,L0782,1000055108,0002124842,ARMATEC SURVIVABILITY CORP
568,SJ210,1000051486,0002078863,Armeelogistikcenter Thun (ALC-T)
569,91663,1000057208,0002176941,ARMEL ELECTRONICS INC
570,84180,1000057603,0002187482,Armite Laboratories Inc
571,K1012,1000052903,0002110772,Armstrong Precisions Components Ltd
572,21450,1000055024,0002130438,Army Weapons Command
573,81337,1000054894,0002141062,"Army, US Dep. of the Natick Soldier"
574,DQ0Q7,1000062554,2170176,arnotec GmbH
575,09992,1000056957,0002144483,Arra Inc
576,SEH89,1000052993,0002107145,Arrow Altech
577,0S466,1000047268,0002033529,"Arrow Electronics, Inc."
578,70628,1000049943,0002058699,Arrowhead Products Corp
579,CG153,1000054686,0002126198,ART GmbH
580,7CD31,1000058540,0002183932,"ARTESYN EMBEDDED TECHNOLOGIES, INC."
581,60253,1000051731,0002088455,Artex Aircraft Supplies Inc.
582,C8385,1000050307,0002060899,Artronics GmbH
583,F1549,1000047278,0002029014,Artus - Groupe Meggitt
584,KF685,1000056790,0002156757,Arvinmeritor CV Aftermarket Limited
585,64829,1000058518,0002196405,ARVINMERITOR INC
586,A0955,1000051881,0002083594,Arvinmeritor Milano S.P.A.
587,0261N,1000056192,0002162662,asa hydraulik GmbH
588,C3944,1000054604,0002138935,ASC Schübel Electronic GmbH
589,C3578,1000048884,0002046620,Aschenbrenner Elektronik GmbH
590,00481,1000058569,0002178593,ASCO Sintering Co.
591,S8219,1000058470,0002196462,ASCOM RADIOCOM LTD
592,38056,1000055979,0002154962,Ashcroft
593,SZ114,1000058768,0002178794,ASIAN POWER DEVICES INC.
594,D8803,1000057534,0002167695,ASLAN Schwarz GmbH & Co KG
595,B2627,1000052412,0002081336,ASP Avionics NV/SA
596,1HQX7,1000055670,0002144710,ASP Inc
597,S4301,1000031096,0002002058,Aspag AG
598,H2CB1,1000058135,0002179268,ASPECTRA B.V.
599,C3189,1000046556,0002022376,Assmann Electronic GmbH
600,56540,1000048215,0002038373,Associated Aircraft Mfg and
601,58X20,1000056831,0002173036,Associated Power Technologies Inc
602,04237,1000058151,0002196539,Associated Research
603,62777,1000055383,0002125126,Associated Sales & Bag Comp.
604,7G514,1000048097,0002044971,Associated Spring Corp
605,I9005,1000048734,0002050311,Association Europèenne des Constr.
606,08742,1000050607,0002060611,Astec America Inc.
607,U4161,1000050930,0002068545,Astec Europe Ltd
608,F9335,1000046454,0002022546,Astrium SAS
609,58164,1000055996,0002155240,Astro Tool Corp
610,18068,1000050235,0002065330,Astrocom Electronics Inc
611,06SY2,1000048101,0002044969,Astrodyne Corp
612,16301,1000048197,0002039173,Astrolab Inc.
613,8S432,1000046929,0002030806,Astronautics C.A. Ltd.
614,10138,1000047470,0002029137,Astronautics Corp. of America
615,0H231,1000058702,0002175427,Astronics Ballard Technology
616,21793,1000055990,0002156112,Astronics Test Systems
617,0NHZ1,1000048093,0002044972,ATD Inc DBA ATD Northwest
618,F6611,1000050780,0002073662,Atelier Bigata
619,F0095,1000046418,0002022379,Ateliers de la Haute-Garonne
620,1903N,1000058932,0002195056,Atemschutztechnik Menzl GmbH
621,S8110,1000051502,0002079362,Aten International CO Ltd
622,1GNL0,1000055260,0002130226,ATEN Technology Inc.
623,70485,1000051066,0002073668,Atlantic India Rubber Co
624,28244,1000062416,0002001172,Atlantic Research Corporation
625,38202,1000047975,0002043821,Atlantis Aerospace Corp.
626,L04V3,1000056544,0002173081,Atlantis Avionics Test Equip Corp.
627,70651,1000049248,0002049814,Atlas Brass Foundry Inc
628,B0552,1000056027,0002164415,ATLAS COPCO AIRPOWER
629,Z0789,1000056613,0002174001,ATLAS COPCO AUSTRALIA PTY LTD
630,0HXT3,1000056632,0002173999,ATLAS COPCO COMPRESSORS INC.
631,C4146,1000056527,0002143379,Atlas-Schuhfabrik GmbH & Co KG
632,D0460,1000057527,0002162137,Atlas-Terex
633,99378,1000049135,0002050304,Atlee of Delaware Inc
634,C2883,1000046160,0002015634,ATM ComputerSysteme GmbH
635,1FN41,1000049651,0002063381,Atmel Corp.
636,F8385,1000050879,0002072818,Atmel Grenoble
637,SUJ41,1000056679,0002174561,Atop Technologies Inc.
638,SQY81,1000009376,0002045917,Atos AG
639,A3225,1000051998,0002076922,ATOS Spa
640,SEE56,1000023187,0002002068,ATP Hydraulik AG für
641,SGY15,1000057816,0002161910,AU OPTRONICS CORP
642,H0E55,1000058036,0002184835,AUDIPACK VERKOOP B.V.
643,91506,1000048561,0002045640,Augat Inc
644,63027,1000059202,0002194855,AUGAT INC
645,C5494,1000051579,0002079207,Augsburger Drahtseilfabrik
646,C3093,1000052039,0002077154,August Mink GmbH & Co. KG
647,D1964,1000056400,0002162845,August Rüggeberg GmbH & Co. KG
648,C0722,1000050725,0002070270,AURORA Konrad G. Schulz GmbH & Co.
649,F6108,1000051463,0002069459,Aurore Sertec L'SA
650,06239,1000052221,0002077136,Ausco Inc.
651,1JDN3,1000054104,0002123209,"AUSTIN AEROTECH, INC."
652,0EU86,1000050116,0002062329,Austin Semiconductor Inc
653,SL579,1000052715,0002106434,AustriAlpin Vertriebs GmbH
654,5570N,1000054349,0002118944,Austro Engine GmbH
655,F7390,1000054629,0002127649,Auto K Herpe Sas
656,D7088,1000046138,0002015638,Autoflug GmbH & Co.
657,94375,1000057491,0002177323,AUTOMATIC CONNECTOR
658,04845,1000049106,0002047573,Automatic Switch Company
659,C7054,1000049736,0002064343,Automess-Automation und
660,SJY00,1000035545,0002001551,Auto-Meter AG
661,3L327,1000053476,0002092503,Automotive Industrial Inc
662,A0334,1000056393,0002156767,Automotive Lighting Italia S.P
663,S3579,1000048168,0002044984,Autophon AG
664,91511,1000048268,0002044985,Auto-Valve Incorporation
665,FB9V9,1000057408,0002168571,Auvergne Aéronautique
666,F2276,1000047425,0002035019,Auxitrol S.A.
667,50434,1000058711,0002181799,AVAGO TECHNOLOGIES U.S. INC.
668,10018,1000050771,0002071306,Avaho Acquisition Corp
669,U1595,1000047638,0002039922,Avdel UK Ltd
670,D2040,1000049884,0002061814,Avdel Verbindungstechnik GmbH
671,5PPE6,1000055283,0002129833,Averna Test Systems Inc.
672,16956,1000049857,0002063908,Avery Dennison
673,U0881,1000054961,0002126193,Avery Weigh-Tronix Ltd
674,C1454,1000057113,0002166187,AVERY ZWECKFORM GmbH
675,7W433,1000055224,0002130280,Aviall Services Inc
676,H0V61,1000050324,0002066192,Aviall Services Inc.
677,4BLR8,1000054916,0002127403,"AVIAT AIRCRAFT, Inc."
678,FAA20,1000053896,0002121042,AVIATEC
679,4SKR1,1000053956,0002124265,Aviation Chemical Solution
680,1NPE1,1000052205,0002083676,Aviation Devices & Electronic
681,0EGR1,1000052474,0002081375,Aviation Instrument Services Inc.
682,OESF5,1000055759,0002146636,"Aviation Laboratories, Inc."
683,D6641,1000052345,0002081377,Aviation Products Europe GmbH
684,0V5A2,1000048270,0002044983,Aviation Training Devices
685,84256,1000047309,0002030354,Avibank MFG Inc.
686,14711,1000048238,0002044980,Avica Inc
687,1SVC7,1000051765,0002087535,Avidyne Corporation
688,A3460,1000057043,0002176556,Avio Aero
689,H7503,1000047092,0002029706,AVIO-Diepen BV
690,10933,1000053876,0002121473,Avionic Instruments Inc
691,1JSZ6,1000055196,0002130487,Avionica Inc.
692,3TWY7,1000053277,0002104758,Avionics Innovations Inc
693,8S585,1000051918,0002082644,"Avionics Specialist, Inc. KONKURS"
694,10639,1000048266,0002044988,Avionics Specialties Inc
695,A5675,1000053714,0002121382,Aviotel Avionica Telecomuniczioni
696,C2636,1000052883,0002105891,AVIT Hochdruck Rohrtechnik GmbH
697,D7149,1000051555,0002080495,AVL Ditest GmbH
698,D7577,1000058837,0002188518,AVM Computersysteme Vertriebs GmbH
699,S7231,1000007548,0002009706,AVNET EMG GmbH
700,07239,1000057563,0002170977,Avo International
701,U0146,1000048158,0002045398,AVO Megger Instruments Ltd
702,8Y651,1000058493,0002196459,"AVOCENT HUNTSVILLE, LLC"
703,53655,1000048684,0002050078,AVOX SYSTEMS INC.
704,C7065,1000047463,0002035708,AVS Ing. J.C. Römer GmbH
705,0GHS1,1000055439,0002125824,Avtec Inc. Aircraft Lighting
706,30242,1000049493,0002057202,Avtech Corporation
707,01014,1000048945,0002047688,Avtron Manufacturing Inc.
708,SV576,1000049823,0002061566,Avure Technologies AB
709,04222,1000048534,0002046076,AVX Ceramics Div of AVX Corp.
710,6KUV2,1000057777,0002177229,AVX Corporation
711,1154G,1000054630,0002127349,AVX Czech Republics s.r.o.
712,59942,1000055735,0002146646,AVX Filters Corporation
713,K8295,1000048264,0002044989,AVX Ltd
714,F8489,1000052772,0002109642,AVX SAS
715,K1459,1000056862,0002154191,Aware Simulation Ltd
716,D2746,1000040671,0002017213,AWG Fittings GmbH
717,75CB2,1000058334,0002182053,Axalta Coating Systems
718,51994,1000058315,0002189600,AXEL PLASTICS RESEARCH LABORATORIES
719,L0521,1000051751,0002078211,Axiomatic Technologies Corp.
720,A976N,1000055629,0002146809,Axis Communications AB
721,N4502,1000055484,0002136998,Axnes Aviation A/S
722,F5688,1000052418,0002081615,Axon Cable SA
723,C3461,1000052569,0002104156,AXON Kabel GmbH
724,K0248,1000058851,0002195023,AYLESBURY AUTOMATION LTD
725,SJ088,1000042143,0002008469,AZE Handels- und Vertriebs AG
726,D6309,1000051573,0002080759,AZKO Nobel Deco GmbH
727,1ZG08,1000055989,0002156141,B & B BATTERY USA INC
728,S9042,1000000834,0002003936,B & T AG
729,16827,1000051560,0002074862,B E Aerospace Inc
730,21361,1000047351,0002029055,B&B Tritech Inc.
731,DM363,1000057882,0002185298,B&W International GmbH
732,D2246,1000054709,0002139925,B. Braun Melsungen AG
733,03249,1000059177,0002194877,B. C. AMES INCORPORATED
734,K5704,1000050202,0002064714,B.C.B. International Ltd
735,A3427,1000057374,0002177575,B.R.T.B. BROADCASTING RADAR
736,F7652,1000049300,0002048867,B/E Aerospace
737,K7548,1000058170,0002196521,B/E Aerospace Consumables
738,C6152,1000052575,0002105505,B/E Aerospace Fischer GmbH
739,06WH3,1000051156,0002070764,B/E Aerospace Inc.
740,59579,1000056596,0002149265,B/E Aerospace Lighting Systems
741,D1379,1000045774,0002015911,B/E Aerospace Systems GmbH
742,0499N,1000053577,0002121466,B/K Navigationsgeräte Handels GmbH
743,C6172,1000045769,0002015703,B+V Industrietechnik GmbH
744,D9478,1000058810,0002196815,BAAINBW TECHNISCHE LIEFERBEDINGUNGE
745,66646,1000050516,0002061095,Babcock Display Products Inc
746,56623,1000050222,0002060231,Babcock Inc
747,05083,1000058968,0002197049,"BACHARACH, INC."
748,C8226,1000057104,0002166826,BACHMANN GMBH & CO.
749,SF780,1000042719,0002001553,Bachofen Immobilien AG
750,F0648,1000047699,0002045183,Baco SA - Constructions Electriques
751,99098,1000057650,0002185317,Bacon Industries Inc.
752,C3647,1000046889,0002025295,Bade und Rinscheid
753,C4521,1000056627,0002173581,BADEN-CHEMIE GMBH
754,05105,1000058242,0002190998,"BADGER METER, INC."
755,F0212,1000053632,0002116694,Badin Crouzet SA
756,70762,1000047260,0002029149,Badin-Crouzet    Gesperrt!
757,06085,1000052386,0002089116,BAE Systems
758,Z3522,1000053443,0002101970,BAE Systems
759,K2861,1000055102,0002125948,BAE Systems (Operations) LTD
760,3VTS8,1000056939,0002170098,BAE Systems AIM
761,7R348,1000057667,0002172115,BAE Systems Applied Tech. Inc
762,Z0101,1000055772,0002159655,BAE SYSTEMS AUSTRALIA LIMITED
763,38753,1000050143,0002057673,BAE Systems Canada Inc
764,056P0,1000052385,0002091380,BAE Systems Container Solutions Inc
765,89954,1000048251,0002037627,BAE Systems Controls Inc
766,AC90N,1000046107,0002015531,BAE Systems Hägglunds AB
767,24321,1000052362,0002090940,BAE Systems Inertial Products Inc
768,0D0D0,1000057879,0002182988,BAE Systems Info and Elect. System
769,81395,1000050598,0002060459,Bae Systems Info and Electronic Sys
770,72314,1000047909,0002045361,BAE Systems Infor and Electronic
771,19397,1000055861,0002146994,BAE Systems Infor and Electronic
772,3L667,1000058730,0002179434,BAE SYSTEMS INFORMATION AND
773,33827,1000045894,0002017075,BAE Systems Integrated Defense
774,K1159,1000059299,0002195687,BAE SYSTEMS INTEGRATED SYSTEM
775,U2982,1000059146,0002194035,BAE Systems Ltd (Defence Systems)
776,K3902,1000047769,0002045388,BAE Systems Maritime Services
777,12436,1000049581,0002059384,BAE Systems National Security
778,U6441,1000050037,0002058264,BAE Systems plc
779,K1987,1000052996,0002098847,BAE Systems plc
780,C2229,1000057098,0002176955,Baer techn Federn GmbH
781,D2169,1000047468,0002036878,BAHCO Belzer GmbH
782,C2852,1000046056,0002015679,Bahco GmbH + Co.
783,D1358,1000057210,0002187749,Baier & Köppel GmbH & Co. KG
784,H0T63,1000058293,0002183652,Bailey Electric & Electronics bv
785,SJ090,1000043273,0002002080,Baiter AG in Liquidation
786,C2194,1000051587,0002078234,BA-KO Montageservice
787,09055,1000048769,0002050122,Bal Seal Engineering Co
788,50423,1000049585,0002059404,Ballantine Laboratories Inc
789,3BB51,1000052473,0002081666,Ballistic Recovery Systems Inc
790,C2584,1000062419,0002001437,Balluff GmbH
791,C2638,1000053263,0002101645,Bals-Elektotechnik GmbH & CO KG
792,C0519,1000057920,0002160898,BANDELIN ELECTRONIC GMBH & CO KG
793,S7170,1000049745,0002063195,Bandindustri AB
794,1515N,1000057069,0002166407,Banner GmbH
795,52625,1000046503,0002022383,Banner Rubber Stamp + Seal Co.
796,C1087,1000052329,0002090564,Bansbach easylift GmbH
797,F1700,1000058919,0002189088,BARAT Lhotellier Hinges & Locks
798,A5537,1000058453,0002181796,Barberi Rubinetterie Indust. Srl
799,58761,1000047965,0002045209,Barco Folsom LLC
800,005K1,1000050573,0002068129,Barco Inc
801,03GB1,1000045865,0002015694,Barco International
802,B1224,1000050755,0002073913,Barco NV
803,70854,1000049129,0002048197,Barden Corp.
804,C5151,1000050352,0002066649,Barksdale Control Products GmbH
805,89326,1000052056,0002082336,Barksdale Inc.
806,74197,1000052196,0002076464,Barnes Group Inc
807,92830,1000048639,0002047514,Barnes Group Inc.
808,K0216,1000048262,0002044991,Barr and Stroud Limited
809,D9952,1000048065,0002044995,Barry Controls GmbH
810,DD902,1000052813,0002104487,Barthelmess
811,D2626,1000046033,0002015688,BASF Aktiengesellschaft
812,23016,1000053307,0002093298,BASF Catalysts LLC
813,C2594,1000049634,0002063371,BASF Polyurethanes GmbH
814,H6581,1000054622,0002142216,Bata Industrials
815,F8252,1000052431,0002081385,Baudry
816,D0914,1000048048,0002037855,Bauer Christian GmbH + Co
817,F8127,1000050415,0002068481,Bauer France Sàrl
818,D0748,1000054524,0002129014,Bauer Gear Motor GmbH
819,C4644,1000046052,0002015685,Bauer GmbH
820,C1192,1000047411,0002036604,Bauer Werner GmbH & Co KG
821,D8481,1000046926,0002033216,Bäuerle Tobias & Söhne
822,DE033,1000058542,0002181434,BAUHAUS GMBH & CO. KG
823,S4258,1000030922,0002002085,Baumann Federn AG
824,S3018,1000000372,0002002088,Baumer Electric AG
825,SJ155,1000043439,0002008498,Baur SA Sauges
826,AF768,1000056564,0002173689,Bawer SPA
827,D2203,1000048838,0002050375,Bayer AG
828,C1267,1000046553,0002022386,Bayern-Chemie
829,FAKX9,1000058079,0002191142,Bazaille Industries
830,SVC46,1000000531,0002036619,BBA AG
831,H0Z60,1000050750,0002068520,BC Components BV
832,83560,1000053662,0002121472,BE Aerospace
833,04795,1000054060,0002122724,BE Aerospace Consumables Management
834,1TT21,1000053635,0002121464,BE Aerospace Inc
835,Z07W8,1000057388,0002172070,BEAM COMMUNICATIONS PTY LTD
836,18545,1000054086,0002115018,Bean Rubber Mfg Co
837,K6287,1000046065,0002015659,Beaufort Air-Sea Equipment Ltd.
